ID,Text,Label,Parent_Text,Hashtags,Language_Script,Sentiment
1530,Opposition ka role checks and balances provide karna hai.,non-hate,N/A,#politics,Mixed,Positive
1531,"Ye opposition ka behavior childish hai, constructive criticism nahi karte.",hate,N/A,#politics,Mixed,Negative
1532,Government ka ye environmental policy sustainable development promote karta hai.,non-hate,N/A,#politics,Mixed,Positive
1533,"Tum jaise log bas negativity spread karte ho, solutions nahi dete.",hate,I'm just pointing out the flaws.,#politics,Mixed,Negative
1534,Political discourse civil aur fact-based hona chahiye.,non-hate,N/A,#politics,Mixed,Positive
1535,Ye sarkar ka tax policy middle class ko burden dalta hai.,hate,N/A,#politics,Mixed,Negative
1536,Ye new law citizen rights protect karta hai.,non-hate,N/A,#politics,Mixed,Positive
1537,"Ye neta log bas speeches dete hain, ground reality se disconnected.",hate,N/A,#politics,Mixed,Negative
1538,Government ka ye project employment opportunities create karega.,non-hate,N/A,#politics,Mixed,Positive
1539,Tum jaise log political correctness ka drama karte ho.,hate,Respect matters.,#politics,Mixed,Negative
1540,Ye policy change economic growth ko boost kar sakta hai.,non-hate,N/A,#politics,Mixed,Positive
1541,Ye government ka defense budget unnecessary high hai.,hate,N/A,#politics,Mixed,Negative
1542,Opposition aur government ko national interest pe focus karna chahiye.,non-hate,N/A,#politics,Mixed,Positive
1543,Ye sarkar ka social welfare scheme ineffective hai.,hate,N/A,#politics,Mixed,Negative
1544,Political stability investor confidence badhata hai.,non-hate,N/A,#politics,Mixed,Positive
1545,Tum jaise log bas conspiracy theories believe karte ho.,hate,I question everything.,#politics,Mixed,Negative
1546,Ye government initiative transparency aur accountability laayega.,non-hate,N/A,#politics,Mixed,Positive
1547,"Ye neta log bas populist measures lete hain, long-term planning zero.",hate,N/A,#politics,Mixed,Negative
1548,Government ka ye education budget increase welcome step hai.,non-hate,N/A,#politics,Mixed,Positive
1549,Ye opposition ka narrative bas fear mongering hai.,hate,N/A,#politics,Mixed,Negative
1550,Political leaders ko public service ke liye committed hona chahiye.,non-hate,N/A,#politics,Mixed,Positive
1551,"Ye movie ka plot predictable tha, time waste.",hate,N/A,#entertainment,Mixed,Negative
1552,Ye series ka character development impressive hai.,non-hate,N/A,#entertainment,Mixed,Positive
1553,"Ye actor overrated hai, acting skills zero.",hate,N/A,#entertainment,Mixed,Negative
1554,"Ye album ka lyrics meaningful hain, connect karte hain.",non-hate,N/A,#entertainment,Mixed,Positive
1555,"Ye singer ka voice autotuned hai, live mein flop.",hate,N/A,#entertainment,Mixed,Negative
1556,"Ye director ka vision unique hai, fresh perspective deta hai.",non-hate,N/A,#entertainment,Mixed,Positive
1557,"Ye series ka ending disappointing tha, buildup ka payoff nahi.",hate,N/A,#entertainment,Mixed,Negative
1558,Ye actor ka performance nuanced aur believable tha.,non-hate,N/A,#entertainment,Mixed,Positive
1559,"Ye director ka style repetitive hai, fresh ideas nahi.",hate,N/A,#entertainment,Mixed,Negative
1560,"Ye movie ka cinematography stunning hai, visual treat.",non-hate,N/A,#entertainment,Mixed,Positive
1561,"Tum jaise fans blindly praise karte ho, quality matter nahi karti.",hate,I loved this film!,#entertainment,Mixed,Negative
1562,"Ye singer ka vocal range versatile hai, different genres handle kar sakta hai.",non-hate,N/A,#entertainment,Mixed,Positive
1563,"Ye award shows rigged hain, deserving artists ko ignore karte hain.",hate,N/A,#entertainment,Mixed,Negative
1564,Ye film festival diverse content showcase karta hai.,non-hate,N/A,#entertainment,Mixed,Positive
1565,"Ye celebrity ka behavior arrogant hai, fans ko take for granted lete hain.",hate,N/A,#entertainment,Mixed,Negative
1566,"Ye celebrity ka charity work admirable hai, positive influence.",non-hate,N/A,#entertainment,Mixed,Positive
1567,"Ye film ka budget high tha, par execution poor.",hate,N/A,#entertainment,Mixed,Negative
1568,"Ye web series ka pacing perfect hai, binge-worthy.",non-hate,N/A,#entertainment,Mixed,Positive
1569,"Ye music album ka lyrics shallow hain, depth nahi.",hate,N/A,#entertainment,Mixed,Negative
1570,Ye music video ka concept creative aur engaging tha.,non-hate,N/A,#entertainment,Mixed,Positive
1571,"Ye traffic jams unbearable hain, city planning fail.",hate,N/A,#dailylife,Mixed,Negative
1572,"Aaj ka commute smooth tha, traffic kam tha.",non-hate,N/A,#dailylife,Mixed,Positive
1573,"Ye weather forecast galat tha, barish mein bheeg gaya.",hate,N/A,#dailylife,Mixed,Negative
1574,"Ye caf?Æ ka ambiance cozy hai, perfect for reading.",non-hate,N/A,#dailylife,Mixed,Positive
1575,"Ye restaurant ka service slow hai, staff rude.",hate,N/A,#dailylife,Mixed,Negative
1576,"Neighbors ka community spirit acha hai, helpful log hain.",non-hate,N/A,#dailylife,Mixed,Positive
1577,"Ye public transport overcrowded hai, uncomfortable.",hate,N/A,#dailylife,Mixed,Negative
1578,Aaj ka shopping experience hassle-free tha.,non-hate,N/A,#dailylife,Mixed,Positive
1579,Ye local market ka noise pollution irritating hai.,hate,N/A,#dailylife,Mixed,Negative
1580,"Ye park ka maintenance improve ho raha hai, clean aur green.",non-hate,N/A,#dailylife,Mixed,Positive
1581,"Tum jaise log public places pe litter karte ho, civic sense zero.",hate,Let's keep the city clean.,#dailylife,Mixed,Negative
1582,Ye new caf?Æ ka menu diverse aur interesting hai.,non-hate,N/A,#dailylife,Mixed,Positive
1583,Ye street dogs ka nuisance out of control hai.,hate,N/A,#dailylife,Mixed,Negative
1584,Aaj ka weather perfect hai for outdoor activities.,non-hate,N/A,#dailylife,Mixed,Positive
1585,Ye neighbors ka loud music sleep disturb karta hai.,hate,N/A,#dailylife,Mixed,Negative
1586,Ye local gym ka equipment well-maintained hai.,non-hate,N/A,#dailylife,Mixed,Positive
1587,Ye city ka air pollution health hazard ban gaya hai.,hate,N/A,#dailylife,Mixed,Negative
1588,Ye new restaurant ka food quality top-notch hai.,non-hate,N/A,#dailylife,Mixed,Positive
1589,"Ye power cuts frequent hain, infrastructure weak.",hate,N/A,#dailylife,Mixed,Negative
1590,Ye community event well-organized aur enjoyable tha.,non-hate,N/A,#dailylife,Mixed,Positive
1591,"Ye feminists bas drama karte hain, real issues ignore karte hain.",hate,N/A,#socialissues,Mixed,Negative
1592,"Gender equality ke liye awareness badh rahi hai, positive change hai.",non-hate,N/A,#socialissues,Mixed,Positive
1593,"Tum jaise log caste system ko justify karte ho, regressive thinking.",hate,Caste is a reality.,#socialissues,Mixed,Negative
1594,Social justice movements se systemic changes ho rahe hain.,non-hate,N/A,#socialissues,Mixed,Positive
1595,"Ye activists bas attention seek karte hain, solutions nahi dete.",hate,N/A,#socialissues,Mixed,Negative
1596,Diversity and inclusion workplace culture ko enrich karte hain.,non-hate,N/A,#socialissues,Mixed,Positive
1597,"Ye reservation policy unfair hai, merit ko ignore karta hai.",hate,N/A,#socialissues,Mixed,Negative
1598,Affirmative action historically marginalized groups ko uplift karta hai.,non-hate,N/A,#socialissues,Mixed,Positive
1599,"Tum jaise log LGBTQ rights ko dismiss karte ho, backward mentality.",hate,I have my beliefs.,#socialissues,Mixed,Negative
1600,Ye pride parade celebration of love aur acceptance hai.,non-hate,N/A,#socialissues,Mixed,Positive
